DateTime,TotalBalance,CurrentBalance,ProfitLoss,LatestPrice,Direction,NetBalance,NetPrice,StrategyReturn,SP500_Return
2021-06-09,10088554.770955002,10000000.0,88554.77095500124,4228.560059,Long,1.01,1.04,0.01,0.04
2021-06-10,10122755.29651,10000000.0,122755.29651000063,4242.899902,Long,1.01,1.04,0.01,0.04
2021-06-11,10135658.520955002,10000000.0,135658.52095500124,4248.310059,Long,1.01,1.04,0.01,0.04
2021-06-14,10152281.317465,10000000.0,152281.3174649997,4255.279785,Long,1.02,1.04,0.02,0.04
2021-06-15,10136994.259285001,10000000.0,136994.2592850013,4248.870117,Long,1.01,1.04,0.01,0.04
2021-06-16,10069021.759285001,10000000.0,69021.7592850013,4220.370117,Long,1.01,1.04,0.01,0.04
2021-06-17,10031838.817465,10000000.0,31838.817464999698,4204.779785,Long,1.0,1.03,0.0,0.03
2021-06-18,9956997.79651,10000000.0,-43002.20348999937,4173.399902,Long,1.0,1.02,-0.0,0.02
2021-06-21,10079133.553495,10000000.0,79133.55349499959,4224.609863,Long,1.01,1.04,0.01,0.04
2021-06-22,10137948.02794,10000000.0,137948.0279400002,4249.27002,Long,1.01,1.04,0.01,0.04
2021-06-23,10156312.993015,10000000.0,156312.99301500103,4256.970215,Long,1.02,1.04,0.02,0.04
2021-06-24,10198002.745315,10000000.0,198002.7453150012,4274.450195,Long,1.02,1.05,0.02,0.05
2021-06-25,10222925.29651,10000000.0,222925.29651000063,4284.899902,Long,1.02,1.05,0.02,0.05
2021-06-28,10242744.787224999,10000000.0,242744.78722499934,4293.209961,Long,1.02,1.05,0.02,0.05
2021-06-29,10236639.04651,10000000.0,236639.04651000063,4290.649902,Long,1.02,1.05,0.02,0.05
2021-06-30,10260680.032540001,10000000.0,260680.03254000054,4300.72998,Long,1.03,1.06,0.03,0.06
2021-07-01,10322380.26397,10000000.0,322380.2639700001,4326.600098,Long,1.03,1.06,0.03,0.06
2021-07-02,10393596.037224999,10000000.0,393596.03722499934,4356.459961,Long,1.04,1.07,0.04,0.07
2021-07-06,10380597.322150001,10000000.0,380597.32215000066,4351.009766,Long,1.04,1.07,0.04,0.07
2021-07-07,10309190.56048,10000000.0,309190.56048000074,4321.069824,Long,1.03,1.06,0.03,0.06
2021-07-08,10329010.051195,10000000.0,329010.0511949994,4329.379883,Long,1.03,1.06,0.03,0.06
2021-07-09,10431637.2523,10000000.0,431637.25230000017,4372.410156,Long,1.04,1.07,0.04,0.07
2021-07-12,10452290.56048,10000000.0,452290.56048000074,4381.069824,Long,1.05,1.08,0.05,0.08
2021-07-13,10450001.053495,10000000.0,450001.0534949996,4380.109863,Long,1.05,1.07,0.05,0.07
2021-07-14,10423551.77794,10000000.0,423551.7779400002,4369.02002,Long,1.04,1.07,0.04,0.07
2021-07-15,10419760.0,10000000.0,419760.0,4367.430176,Long,1.04,1.07,0.04,0.07
2021-07-16,10250352.79651,10000000.0,250352.79651000063,4296.399902,Long,1.03,1.05,0.03,0.05
2021-07-19,10175726.053495,10000000.0,175726.0534949996,4265.109863,Long,1.02,1.05,0.02,0.05
2021-07-20,10333183.801195,10000000.0,333183.8011949994,4331.129883,Long,1.03,1.06,0.03,0.06
2021-07-21,10405068.02794,10000000.0,405068.0279400002,4361.27002,Long,1.04,1.07,0.04,0.07
2021-07-22,10452601.495315,10000000.0,452601.4953150012,4381.200195,Long,1.05,1.08,0.05,0.08
2021-07-23,10520287.51627,10000000.0,520287.51627000025,4409.580078,Long,1.05,1.08,0.05,0.08
2021-07-26,10536505.051195,10000000.0,536505.0511949995,4416.379883,Long,1.05,1.08,0.05,0.08
2021-07-27,10504475.245315,10000000.0,504475.2453150012,4402.950195,Long,1.05,1.08,0.05,0.08
2021-07-28,10506000.80818,10000000.0,506000.8081800006,4403.589844,Long,1.05,1.08,0.05,0.08
2021-07-29,10485800.509285001,10000000.0,485800.5092850013,4395.120117,Long,1.05,1.08,0.05,0.08
2021-07-30,10513799.803495,10000000.0,513799.8034949996,4406.859863,Long,1.05,1.08,0.05,0.08
2021-08-02,10480124.48833,10000000.0,480124.4883300001,4392.740234,Long,1.05,1.08,0.05,0.08
2021-08-03,10535480.245315,10000000.0,535480.2453150012,4415.950195,Long,1.05,1.08,0.05,0.08
2021-08-04,10518569.803495,10000000.0,518569.8034949996,4408.859863,Long,1.05,1.08,0.05,0.08
2021-08-05,10566770.56048,10000000.0,566770.5604800007,4429.069824,Long,1.06,1.09,0.06,0.09
2021-08-06,10587520.52794,10000000.0,587520.5279400002,4437.77002,Long,1.06,1.09,0.06,0.09
2021-08-09,10582798.273255002,10000000.0,582798.2732550014,4435.790039,Long,1.06,1.09,0.06,0.09
2021-08-10,10598038.75,10000000.0,598038.75,4442.180176,Long,1.06,1.09,0.06,0.09
2021-08-11,10607340.01627,10000000.0,607340.0162700003,4446.080078,Long,1.06,1.09,0.06,0.09
2021-08-12,10652082.05818,10000000.0,652082.0581800005,4464.839844,Long,1.07,1.1,0.07,0.1
2021-08-13,10644474.04651,10000000.0,644474.0465100006,4461.649902,Long,1.06,1.09,0.06,0.09
2021-08-16,10645595.509285001,10000000.0,645595.5092850013,4462.120117,Long,1.06,1.1,0.06,0.1
2021-08-17,10595080.789524999,10000000.0,595080.7895249994,4440.939941,Long,1.06,1.09,0.06,0.09
2021-08-18,10455558.289525,10000000.0,455558.2895249995,4382.439941,Long,1.05,1.08,0.05,0.08
2021-08-19,10522624.770955002,10000000.0,522624.77095500124,4410.560059,Long,1.05,1.08,0.05,0.08
2021-08-20,10617380.773255002,10000000.0,617380.7732550014,4450.290039,Long,1.06,1.09,0.06,0.09
2021-08-23,10698732.79651,10000000.0,698732.7965100006,4484.399902,Long,1.07,1.1,0.07,0.1
2021-08-24,10713162.745315,10000000.0,713162.7453150012,4490.450195,Long,1.07,1.1,0.07,0.1
2021-08-25,10721032.780240001,10000000.0,721032.7802400003,4493.75,Long,1.07,1.1,0.07,0.1
2021-08-26,10674167.76397,10000000.0,674167.7639700001,4474.100098,Long,1.07,1.1,0.07,0.1
2021-08-27,10768756.072150001,10000000.0,768756.0721500007,4513.759766,Long,1.08,1.11,0.08,0.11
2021-08-30,10806892.780240001,10000000.0,806892.7802400003,4529.75,Long,1.08,1.11,0.08,0.11
2021-08-31,10804626.565165,10000000.0,804626.5651649996,4528.799805,Long,1.08,1.11,0.08,0.11
2021-09-01,10818173.782540001,10000000.0,818173.7825400005,4534.47998,Long,1.08,1.11,0.08,0.11
2021-09-02,10813260.54421,10000000.0,813260.5442100004,4532.419922,Long,1.08,1.11,0.08,0.11
2021-09-03,10820320.051195,10000000.0,820320.0511949995,4535.379883,Long,1.08,1.11,0.08,0.11
2021-09-07,10779083.30818,10000000.0,779083.3081800005,4518.089844,Long,1.08,1.11,0.08,0.11
2021-09-08,10766991.77794,10000000.0,766991.7779400002,4513.02002,Long,1.08,1.11,0.08,0.11
2021-09-09,10752443.04421,10000000.0,752443.0442100004,4506.919922,Long,1.08,1.11,0.08,0.11
2021-09-10,10675861.020955002,10000000.0,675861.0209550012,4474.810059,Long,1.07,1.1,0.07,0.1
2021-09-13,10686641.26627,10000000.0,686641.2662700003,4479.330078,Long,1.07,1.1,0.07,0.1
2021-09-14,10610703.23833,10000000.0,610703.2383300001,4447.490234,Long,1.06,1.09,0.06,0.09
2021-09-15,10681298.30818,10000000.0,681298.3081800005,4477.089844,Long,1.07,1.1,0.07,0.1
2021-09-16,10663769.48833,10000000.0,663769.4883300001,4469.740234,Long,1.07,1.1,0.07,0.1
2021-09-17,10504475.245315,10000000.0,504475.2453150012,4402.950195,Long,1.05,1.08,0.05,0.08
2021-09-20,10436502.745315,10000000.0,436502.7453150012,4374.450195,Long,1.04,1.07,0.04,0.07
2021-09-21,10419760.0,10000000.0,419760.0,4367.430176,Long,1.04,1.07,0.04,0.07
2021-09-22,10513537.780240001,10000000.0,513537.78024000034,4406.75,Long,1.05,1.08,0.05,0.08
2021-09-23,10588164.523255002,10000000.0,588164.5232550014,4438.040039,Long,1.06,1.09,0.06,0.09
2021-09-24,10597895.509285001,10000000.0,597895.5092850013,4442.120117,Long,1.06,1.09,0.06,0.09
2021-09-27,10544042.023255002,10000000.0,544042.0232550014,4419.540039,Long,1.05,1.08,0.05,0.08
2021-09-28,10407787.2523,10000000.0,407787.25230000017,4362.410156,Long,1.04,1.07,0.04,0.07
2021-09-29,10427486.79421,10000000.0,427486.7942100005,4370.669922,Long,1.04,1.07,0.04,0.07
2021-09-30,10299866.0023,10000000.0,299866.00230000017,4317.160156,Long,1.03,1.06,0.03,0.06
2021-10-01,10375422.05818,10000000.0,375422.0581800006,4348.839844,Long,1.04,1.07,0.04,0.07
2021-10-04,10282479.259285001,10000000.0,282479.2592850013,4309.870117,Long,1.03,1.06,0.03,0.06
2021-10-05,10305613.06048,10000000.0,305613.06048000074,4319.569824,Long,1.03,1.06,0.03,0.06
2021-10-06,10458635.032540001,10000000.0,458635.0325400005,4383.72998,Long,1.05,1.08,0.05,0.08
2021-10-07,10512964.822150001,10000000.0,512964.82215000066,4406.509766,Long,1.05,1.08,0.05,0.08
2021-10-08,10462713.289525,10000000.0,462713.2895249995,4385.439941,Long,1.05,1.08,0.05,0.08
2021-10-11,10421858.520955002,10000000.0,421858.52095500124,4368.310059,Long,1.04,1.07,0.04,0.07
2021-10-12,10397292.322150001,10000000.0,397292.32215000066,4358.009766,Long,1.04,1.07,0.04,0.07
2021-10-13,10465837.780240001,10000000.0,465837.78024000034,4386.75,Long,1.05,1.08,0.05,0.08
2021-10-14,10611179.539524999,10000000.0,611179.5395249994,4447.689941,Long,1.06,1.09,0.06,0.09
2021-10-15,10649411.743015,10000000.0,649411.7430150011,4463.720215,Long,1.06,1.1,0.06,0.1
2021-10-18,10729594.55818,10000000.0,729594.5581800005,4497.339844,Long,1.07,1.1,0.07,0.1
2021-10-19,10794180.54421,10000000.0,794180.5442100004,4524.419922,Long,1.08,1.11,0.08,0.11
2021-10-20,10812831.98833,10000000.0,812831.9883300001,4532.240234,Long,1.08,1.11,0.08,0.11
2021-10-21,10845935.509285001,10000000.0,845935.5092850013,4546.120117,Long,1.08,1.12,0.08,0.12
2021-10-22,10863989.539524999,10000000.0,863989.5395249994,4553.689941,Long,1.09,1.12,0.09,0.12
2021-10-25,10923614.539524999,10000000.0,923614.5395249994,4578.689941,Long,1.09,1.12,0.09,0.12
2021-10-26,10927264.243015,10000000.0,927264.2430150011,4580.220215,Long,1.09,1.12,0.09,0.12
2021-10-27,10885812.05818,10000000.0,885812.0581800005,4562.839844,Long,1.09,1.12,0.09,0.12
2021-10-28,10909734.259285001,10000000.0,909734.2592850013,4572.870117,Long,1.09,1.12,0.09,0.12
2021-10-29,10999768.009285001,10000000.0,999768.0092850013,4610.620117,Long,1.1,1.13,0.1,0.13
2021-11-01,11006254.55818,10000000.0,1006254.5581800005,4613.339844,Long,1.1,1.13,0.1,0.13
2021-11-02,11047539.04651,10000000.0,1047539.0465100006,4630.649902,Long,1.1,1.14,0.1,0.14
2021-11-03,11124527.5,10000000.0,1124527.5,4662.930176,Long,1.11,1.14,0.11,0.14
2021-11-04,11211173.572150001,10000000.0,1211173.5721500006,4699.259766,Long,1.12,1.15,0.12,0.15
2021-11-05,11216468.782540001,10000000.0,1216468.7825400005,4701.47998,Long,1.12,1.15,0.12,0.15
2021-11-08,11230230.280240001,10000000.0,1230230.2802400005,4707.25,Long,1.12,1.16,0.12,0.16
2021-11-09,11142008.572150001,10000000.0,1142008.5721500006,4670.259766,Long,1.11,1.15,0.11,0.15
2021-11-10,11116084.506985001,10000000.0,1116084.506985001,4659.390137,Long,1.11,1.14,0.11,0.14
2021-11-11,11106186.98833,10000000.0,1106186.98833,4655.240234,Long,1.11,1.14,0.11,0.14
2021-11-12,11187419.065165,10000000.0,1187419.0651649996,4689.299805,Long,1.12,1.15,0.12,0.15
2021-11-15,11163855.54421,10000000.0,1163855.5442100004,4679.419922,Long,1.12,1.15,0.12,0.15
2021-11-16,11216516.530240001,10000000.0,1216516.5302400005,4701.5,Long,1.12,1.15,0.12,0.15
2021-11-17,11214656.743015,10000000.0,1214656.743015001,4700.720215,Long,1.12,1.15,0.12,0.15
2021-11-18,11233068.289524999,10000000.0,1233068.2895249994,4708.439941,Long,1.12,1.16,0.12,0.16
2021-11-19,11241559.030240001,10000000.0,1241559.0302400005,4712.0,Long,1.12,1.16,0.12,0.16
2021-11-22,11161613.782540001,10000000.0,1161613.7825400005,4678.47998,Long,1.12,1.15,0.12,0.15
2021-11-23,11155173.817465,10000000.0,1155173.8174649996,4675.779785,Long,1.12,1.15,0.12,0.15
2021-11-24,11117456.158924045,11117456.158924045,0.0,4664.629883,Short,1.11,1.14,0.11,0.14
2021-11-26,11202957.920113044,11117456.158924045,85501.76118899907,4628.75,Short,1.12,1.14,0.12,0.14
2021-11-29,11175553.420113044,11117456.158924045,58097.261188999066,4640.25,Short,1.12,1.14,0.12,0.14
2021-11-30,11264749.529521044,11117456.158924045,147293.3705969987,4602.819824,Short,1.13,1.13,0.13,0.13
2021-12-01,11487762.856230704,11487762.856230704,0.0,4504.72998,Long,1.15,1.11,0.15,0.11
2021-12-02,11703901.503930703,11487762.856230704,216138.6476999995,4589.490234,Long,1.17,1.13,0.17,0.13
2021-12-03,11599045.205580706,11487762.856230704,111282.34935000082,4548.370117,Long,1.16,1.12,0.16,0.12
2021-12-06,11812225.455480704,11487762.856230704,324462.59925000055,4631.970215,Long,1.18,1.14,0.18,0.14
2021-12-07,11962394.057880703,11487762.856230704,474631.201649999,4690.859863,Long,1.2,1.15,0.2,0.15
2021-12-08,11962751.407230703,11487762.856230704,474988.5509999998,4691.0,Long,1.2,1.15,0.2,0.15
2021-12-09,11954183.756580705,11487762.856230704,466420.90035000065,4687.640137,Long,1.2,1.15,0.2,0.15
2021-12-10,12011965.909980703,11487762.856230704,524203.0537499989,4710.299805,Long,1.2,1.16,0.2,0.16
2021-12-13,11840326.503930703,11487762.856230704,352563.6476999995,4642.990234,Long,1.18,1.14,0.18,0.14
2021-12-14,11823674.307780704,11487762.856230704,335911.4515499987,4636.459961,Long,1.18,1.14,0.18,0.14
2021-12-15,12034482.608880702,11487762.856230704,546719.7526499989,4719.129883,Long,1.2,1.16,0.2,0.16
2021-12-16,11864576.407230703,11487762.856230704,376813.5509999998,4652.5,Long,1.19,1.14,0.19,0.14
2021-12-17,11699846.157330705,11487762.856230704,212083.3011000001,4587.899902,Long,1.17,1.13,0.17,0.13
2021-12-20,11717849.307780704,11487762.856230704,230086.45154999872,4594.959961,Long,1.17,1.13,0.17,0.13
2021-12-21,11859119.057880703,11487762.856230704,371356.201649999,4650.359863,Long,1.19,1.14,0.19,0.14
2021-12-22,11995799.307780704,11487762.856230704,508036.4515499987,4703.959961,Long,1.2,1.15,0.2,0.15
2021-12-23,12072376.503930703,11487762.856230704,584613.6476999995,4733.990234,Long,1.21,1.16,0.21,0.16
2021-12-27,12229201.503930703,11487762.856230704,741438.6476999995,4795.490234,Long,1.22,1.18,0.22,0.18
2021-12-28,12211733.756580705,11487762.856230704,723970.9003500006,4788.640137,Long,1.22,1.18,0.22,0.18
2021-12-29,12225987.856230704,11487762.856230704,738225.0,4794.22998,Long,1.22,1.18,0.22,0.18
2021-12-30,12177486.807780704,11487762.856230704,689723.9515499987,4775.209961,Long,1.22,1.17,0.22,0.17
2021-12-31,12184958.756580705,11487762.856230704,697195.9003500006,4778.140137,Long,1.22,1.17,0.22,0.17
2022-01-03,12252201.310530704,11487762.856230704,764438.4543000001,4804.509766,Long,1.23,1.18,0.23,0.18
2022-01-04,12210076.503930703,11487762.856230704,722313.6476999995,4787.990234,Long,1.22,1.17,0.22,0.17
2022-01-05,11968846.256580705,11487762.856230704,481083.40035000065,4693.390137,Long,1.2,1.15,0.2,0.15
2022-01-06,11979734.805030704,11487762.856230704,491971.9487999996,4697.660156,Long,1.2,1.15,0.2,0.15
2022-01-07,11871818.009430705,11487762.856230704,384055.15320000006,4655.339844,Long,1.19,1.14,0.19,0.14
2022-01-10,11907008.756580705,11487762.856230704,419245.90035000065,4669.140137,Long,1.19,1.15,0.19,0.15
2022-01-11,12058605.509430705,11487762.856230704,570842.6532000001,4728.589844,Long,1.21,1.16,0.21,0.16
2022-01-12,12059208.979530254,12059208.979530254,0.0,4733.560059,Short,1.21,1.16,0.21,0.16
2022-01-13,12302625.323805256,12059208.979530254,243416.34427500126,4637.990234,Short,1.23,1.14,0.23,0.14
2022-01-14,12317270.573805256,12059208.979530254,258061.59427500126,4632.240234,Short,1.23,1.14,0.23,0.14
2022-01-18,12429874.587408256,12059208.979530254,370665.60787800164,4588.029785,Short,1.24,1.13,0.24,0.13
2022-01-19,12533485.750197256,12059208.979530254,474276.7706670012,4547.350098,Short,1.25,1.12,0.25,0.12
2022-01-20,12726981.887802256,12059208.979530254,667772.9082720019,4471.379883,Short,1.27,1.1,0.27,0.1
2022-01-21,13020039.858075256,12059208.979530254,960830.8785450006,4356.319824,Short,1.3,1.07,0.3,0.07
2022-01-24,12993754.020864254,12059208.979530254,934545.0413340001,4366.640137,Short,1.3,1.07,0.3,0.07
2022-01-25,12887314.791531255,12059208.979530254,828105.8120010013,4408.430176,Short,1.29,1.08,0.29,0.08
2022-01-26,12947091.653678589,12947091.653678589,0.0,4380.580078,Long,1.29,1.07,0.29,0.07
2022-01-27,12815918.798843587,12947091.653678589,-131172.85483500097,4336.189941,Long,1.28,1.06,0.28,0.06
2022-01-28,13098417.08843359,12947091.653678589,151325.4347550014,4431.790039,Long,1.31,1.09,0.31,0.09
2022-01-31,13357806.353108589,12947091.653678589,410714.69943000056,4519.569824,Long,1.34,1.11,0.34,0.11
2022-02-01,13496160.378023589,12947091.653678589,549068.724345001,4566.390137,Long,1.35,1.12,0.35,0.12
2022-02-02,13404614.534168588,12947091.653678589,457522.8804899999,4535.410156,Long,1.34,1.11,0.34,0.11
2022-02-03,13249122.08843359,12947091.653678589,302030.4347550014,4482.790039,Long,1.32,1.1,0.32,0.1
2022-02-04,13316968.77318859,12947091.653678589,369877.1195100001,4505.75,Long,1.33,1.11,0.33,0.11
2022-02-07,13240936.682288589,12947091.653678589,293845.0286099999,4480.02002,Long,1.32,1.1,0.32,0.1
2022-02-08,13438862.52318859,12947091.653678589,491770.8695100001,4547.0,Long,1.34,1.12,0.34,0.12
2022-02-09,13457302.414658587,12947091.653678589,510210.76097999973,4553.240234,Long,1.35,1.12,0.35,0.12
2022-02-10,13318505.432288589,12947091.653678589,371413.7786099999,4506.27002,Long,1.33,1.11,0.33,0.11
2022-02-11,13041739.668353587,12947091.653678589,94648.01467499917,4412.609863,Long,1.3,1.08,0.3,0.08
2022-02-14,13090999.287863588,12947091.653678589,143907.6341849993,4429.279785,Long,1.31,1.09,0.31,0.09
2022-02-15,13169218.77318859,12947091.653678589,222127.11951000014,4455.75,Long,1.32,1.09,0.32,0.09
2022-02-16,13170134.99753359,12947091.653678589,223043.3438550012,4456.060059,Long,1.32,1.09,0.32,0.09
2022-02-17,12958881.353108589,12947091.653678589,11789.699430000579,4384.569824,Long,1.3,1.08,0.3,0.08
2022-02-18,12805724.914658587,12947091.653678589,-141366.73902000024,4332.740234,Long,1.28,1.06,0.28,0.06
2022-02-22,12782646.193268588,12947091.653678589,-164445.46041000032,4324.930176,Long,1.28,1.06,0.28,0.06
2022-02-23,12282777.932288589,12947091.653678589,-664313.7213900001,4155.77002,Long,1.23,1.02,0.23,0.02
2022-02-24,12704190.077453587,12947091.653678589,-242901.57622500104,4298.379883,Long,1.27,1.05,0.27,0.05
2022-02-25,12869049.64269859,12947091.653678589,-78042.01097999974,4354.169922,Long,1.29,1.07,0.29,0.07
2022-02-28,12895556.628023589,12947091.653678589,-51535.02565499892,4363.140137,Long,1.29,1.07,0.29,0.07
2022-03-01,12775642.49753359,12947091.653678589,-171449.1561449988,4322.560059,Long,1.28,1.06,0.28,0.06
2022-03-02,13008348.74753359,12947091.653678589,61257.09385500121,4401.310059,Long,1.3,1.08,0.3,0.08
2022-03-03,12833442.46892359,12947091.653678589,-113649.18475499871,4342.120117,Long,1.28,1.07,0.28,0.07
2022-03-04,12788791.381718589,12947091.653678589,-158300.2719599995,4327.009766,Long,1.28,1.06,0.28,0.06
2022-03-07,12421338.284168588,12947091.653678589,-525753.3695100001,4202.660156,Long,1.24,1.03,0.24,0.03
2022-03-08,12481738.312778588,12947091.653678589,-465353.3409000002,4223.100098,Long,1.25,1.04,0.25,0.04
2022-03-09,12568762.196963588,12947091.653678589,-378329.4567150009,4252.549805,Long,1.26,1.04,0.26,0.04
2022-03-10,12648400.02318859,12947091.653678589,-298691.6304899999,4279.5,Long,1.26,1.05,0.26,0.05
2022-03-11,12421603.77318859,12947091.653678589,-525487.8804899999,4202.75,Long,1.24,1.03,0.24,0.03
2022-03-14,12380440.103108589,12947091.653678589,-566651.5505699994,4188.819824,Long,1.24,1.03,0.24,0.03
2022-03-15,12673931.628023589,12947091.653678589,-273160.0256549989,4288.140137,Long,1.27,1.05,0.27,0.05
2022-03-16,12842277.168353587,12947091.653678589,-104814.48532500083,4345.109863,Long,1.28,1.07,0.28,0.07
2022-03-17,13026166.762208588,12947091.653678589,79075.10853000038,4407.339844,Long,1.3,1.08,0.3,0.08
2022-03-18,13188869.23359859,12947091.653678589,241777.57992000045,4462.399902,Long,1.32,1.1,0.32,0.1
2022-03-21,13208668.312778588,12947091.653678589,261576.6590999998,4469.100098,Long,1.32,1.1,0.32,0.1
2022-03-22,13279588.312778588,12947091.653678589,332496.6590999998,4493.100098,Long,1.33,1.1,0.33,0.1
2022-03-23,13211268.36408859,12947091.653678589,264176.71041000035,4469.97998,Long,1.32,1.1,0.32,0.1
2022-03-24,13367677.034168588,12947091.653678589,420585.3804899999,4522.910156,Long,1.34,1.11,0.34,0.11
2022-03-25,13421398.012208588,12947091.653678589,474306.3585300004,4541.089844,Long,1.34,1.11,0.34,0.11
2022-03-28,13603928.418353587,12947091.653678589,656836.7646749992,4602.859863,Long,1.36,1.13,0.36,0.13
2022-03-29,13666989.09941359,12947091.653678589,719897.4457350011,4624.200195,Long,1.37,1.13,0.37,0.13
2022-03-30,13592581.682288589,12947091.653678589,645490.0286099999,4599.02002,Long,1.36,1.13,0.36,0.13
2022-03-31,13419122.603108589,12947091.653678589,472030.94943000056,4540.319824,Long,1.34,1.11,0.34,0.11
2022-04-01,13441729.50851359,12947091.653678589,494637.85483500094,4547.970215,Long,1.34,1.12,0.34,0.12
2022-04-04,13514067.84941359,12947091.653678589,566976.1957350011,4572.450195,Long,1.35,1.12,0.35,0.12
2022-04-05,13282749.64269859,12947091.653678589,335657.98902000027,4494.169922,Long,1.33,1.1,0.33,0.1
2022-04-06,13225067.98359859,12947091.653678589,277976.32992000045,4474.649902,Long,1.32,1.1,0.32,0.1
2022-04-07,13282690.48359859,12947091.653678589,335598.82992000045,4494.149902,Long,1.33,1.1,0.33,0.1
2022-04-08,13189579.128023589,12947091.653678589,242487.47434500107,4462.640137,Long,1.32,1.1,0.32,0.1
2022-04-11,13115555.512208588,12947091.653678589,168463.85853000038,4437.589844,Long,1.31,1.09,0.31,0.09
2022-04-12,12987633.446963588,12947091.653678589,40541.79328499909,4394.299805,Long,1.3,1.08,0.3,0.08
2022-04-13,13149627.46892359,12947091.653678589,202535.8152450013,4449.120117,Long,1.31,1.09,0.31,0.09
2022-04-14,12962013.827453587,12947091.653678589,14922.17377499897,4385.629883,Long,1.3,1.08,0.3,0.08
2022-04-18,12976788.827453587,12947091.653678589,29697.17377499897,4390.629883,Long,1.3,1.08,0.3,0.08
2022-04-19,13218005.131718589,12947091.653678589,270913.4780400005,4472.259766,Long,1.32,1.1,0.32,0.1
2022-04-20,13267974.64269859,12947091.653678589,320882.98902000027,4489.169922,Long,1.33,1.1,0.33,0.1
2022-04-21,12962605.403678589,12947091.653678589,15513.75,4385.830078,Long,1.3,1.08,0.3,0.08
2022-04-22,12577006.762208588,12947091.653678589,-370084.8914699996,4255.339844,Long,1.26,1.04,0.26,0.04
2022-04-25,12644381.628023589,12947091.653678589,-302710.0256549989,4278.140137,Long,1.26,1.05,0.26,0.05
2022-04-26,12373644.182288589,12947091.653678589,-573447.4713900001,4186.52002,Long,1.24,1.03,0.24,0.03
2022-04-27,12480201.653678589,12947091.653678589,-466890.0,4222.580078,Long,1.25,1.04,0.25,0.04
2022-04-28,12572308.77318859,12947091.653678589,-374782.8804899999,4253.75,Long,1.26,1.04,0.26,0.04
2022-04-29,12208429.668353587,12947091.653678589,-738661.9853250008,4130.609863,Long,1.22,1.01,0.22,0.01
2022-05-02,12294626.787863588,12947091.653678589,-652464.8658150007,4159.779785,Long,1.23,1.02,0.23,0.02
2022-05-03,12357864.943268588,12947091.653678589,-589226.7104100003,4181.180176,Long,1.24,1.03,0.24,0.03
2022-05-04,12621598.693268588,12947091.653678589,-325492.96041000035,4270.430176,Long,1.26,1.05,0.26,0.05
2022-05-05,12201219.64269859,12947091.653678589,-745872.0109799998,4128.169922,Long,1.22,1.01,0.22,0.01
2022-05-06,12062630.432288589,12947091.653678589,-884461.2213900001,4081.27002,Long,1.21,1.0,0.21,0.0
2022-05-09,11926434.222248588,12947091.653678589,-1020657.4314299999,4035.179932,Long,1.19,0.99,0.19,-0.01
2022-05-10,11793164.153678589,12947091.653678589,-1153927.5,3990.080078,Long,1.18,0.98,0.18,-0.02
2022-05-11,11538649.628393589,12947091.653678589,-1408442.0252849997,3903.949951,Long,1.15,0.96,0.15,-0.04
2022-05-12,11715801.73359859,12947091.653678589,-1231289.9200799996,3963.899902,Long,1.17,0.97,0.17,-0.03
2022-05-13,11860951.682288589,12947091.653678589,-1086139.97139,4013.02002,Long,1.19,0.98,0.19,-0.02
